Latitude,Longitude,LocationTime,ShipmentNumber
52.043245,-2.170252,29/01/2021 08:58,SEZHUK-210127-000836
52.043237,-2.170258,29/01/2021 08:59,SEZHUK-210127-000836
52.043219,-2.170255,29/01/2021 08:59,SEZHUK-210127-000836
52.043232,-2.17024,29/01/2021 08:59,SEZHUK-210127-000836
52.043231,-2.170237,29/01/2021 08:59,SEZHUK-210127-000836
52.043237,-2.170239,29/01/2021 09:00,SEZHUK-210127-000836
52.043234,-2.170249,29/01/2021 09:00,SEZHUK-210127-000836
52.04323,-2.170257,29/01/2021 09:00,SEZHUK-210127-000836
52.043226,-2.170274,29/01/2021 09:00,SEZHUK-210127-000836
52.043225,-2.170281,29/01/2021 09:01,SEZHUK-210127-000836
52.043096,-2.170233,29/01/2021 09:01,SEZHUK-210127-000836
52.042977,-2.170312,29/01/2021 09:01,SEZHUK-210127-000836
52.043085,-2.170226,29/01/2021 09:01,SEZHUK-210127-000836
52.043308,-2.17018,29/01/2021 09:02,SEZHUK-210127-000836
52.043266,-2.170248,29/01/2021 09:02,SEZHUK-210127-000836
52.043232,-2.170287,29/01/2021 09:02,SEZHUK-210127-000836
52.042977,-2.170421,29/01/2021 09:02,SEZHUK-210127-000836
52.043228,-2.170325,29/01/2021 09:03,SEZHUK-210127-000836
52.043215,-2.17031,29/01/2021 09:03,SEZHUK-210127-000836
52.04321,-2.170277,29/01/2021 09:03,SEZHUK-210127-000836
52.043205,-2.170269,29/01/2021 09:03,SEZHUK-210127-000836
52.043195,-2.170265,29/01/2021 09:03,SEZHUK-210127-000836
52.043198,-2.17027,29/01/2021 09:03,SEZHUK-210127-000836
52.043201,-2.170265,29/01/2021 09:04,SEZHUK-210127-000836
52.043193,-2.170263,29/01/2021 09:04,SEZHUK-210127-000836
52.043198,-2.170265,29/01/2021 09:04,SEZHUK-210127-000836
52.043454,-2.170585,29/01/2021 09:04,SEZHUK-210127-000836
52.042968,-2.17019,29/01/2021 09:05,SEZHUK-210127-000836
52.043272,-2.170214,29/01/2021 09:05,SEZHUK-210127-000836
52.04324,-2.170362,29/01/2021 09:05,SEZHUK-210127-000836
52.043217,-2.170337,29/01/2021 09:05,SEZHUK-210127-000836
52.043216,-2.170333,29/01/2021 09:06,SEZHUK-210127-000836
52.043213,-2.170338,29/01/2021 09:06,SEZHUK-210127-000836
52.043258,-2.170277,29/01/2021 09:06,SEZHUK-210127-000836
52.043231,-2.170292,29/01/2021 09:06,SEZHUK-210127-000836
52.043214,-2.170285,29/01/2021 09:06,SEZHUK-210127-000836
52.101169,-2.187636,29/01/2021 09:06,SEZHUK-210127-000836
52.043209,-2.170295,29/01/2021 09:07,SEZHUK-210127-000836
52.043215,-2.170307,29/01/2021 09:07,SEZHUK-210127-000836
52.112388,-2.308056,29/01/2021 09:07,SEZHUK-210127-000836
52.04322,-2.170314,29/01/2021 09:07,SEZHUK-210127-000836
52.043213,-2.170314,29/01/2021 09:08,SEZHUK-210127-000836
52.043249,-2.170277,29/01/2021 09:08,SEZHUK-210127-000836
52.043226,-2.1704,29/01/2021 09:08,SEZHUK-210127-000836
52.043585,-2.170083,29/01/2021 09:08,SEZHUK-210127-000836
52.043107,-2.170511,29/01/2021 09:08,SEZHUK-210127-000836
52.0432,-2.170449,29/01/2021 09:08,SEZHUK-210127-000836
52.112604,-2.307202,29/01/2021 09:09,SEZHUK-210127-000836
52.043231,-2.170355,29/01/2021 09:09,SEZHUK-210127-000836
52.035925,-2.165188,29/01/2021 09:09,SEZHUK-210127-000836
52.044204,-2.14527,29/01/2021 09:09,SEZHUK-210127-000836
52.037293,-2.129295,29/01/2021 09:09,SEZHUK-210127-000836
51.995333,-2.123597,29/01/2021 09:09,SEZHUK-210127-000836
51.967585,-2.128263,29/01/2021 09:10,SEZHUK-210127-000836
51.91945,-2.147797,29/01/2021 09:10,SEZHUK-210127-000836
51.888495,-2.150969,29/01/2021 09:10,SEZHUK-210127-000836
51.863906,-2.163924,29/01/2021 09:10,SEZHUK-210127-000836
51.839693,-2.194504,29/01/2021 09:11,SEZHUK-210127-000836
51.820448,-2.223829,29/01/2021 09:11,SEZHUK-210127-000836
51.80497,-2.260886,29/01/2021 09:11,SEZHUK-210127-000836
51.768603,-2.312942,29/01/2021 09:11,SEZHUK-210127-000836
51.723546,-2.35433,29/01/2021 09:12,SEZHUK-210127-000836
51.713003,-2.374934,29/01/2021 09:12,SEZHUK-210127-000836
51.6719,-2.406299,29/01/2021 09:12,SEZHUK-210127-000836
51.656833,-2.425488,29/01/2021 09:12,SEZHUK-210127-000836
51.656542,-2.426347,29/01/2021 09:12,SEZHUK-210127-000836
51.655392,-2.431685,29/01/2021 09:12,SEZHUK-210127-000836
51.634217,-2.45497,29/01/2021 09:13,SEZHUK-210127-000836
51.591932,-2.491096,29/01/2021 09:13,SEZHUK-210127-000836
51.572917,-2.524129,29/01/2021 09:13,SEZHUK-210127-000836
51.540101,-2.542129,29/01/2021 09:13,SEZHUK-210127-000836
51.532942,-2.53501,29/01/2021 09:14,SEZHUK-210127-000836
51.519566,-2.522403,29/01/2021 09:14,SEZHUK-210127-000836
51.503226,-2.514819,29/01/2021 09:14,SEZHUK-210127-000836
51.505379,-2.492263,29/01/2021 09:14,SEZHUK-210127-000836
51.502503,-2.478575,29/01/2021 09:15,SEZHUK-210127-000836
51.508503,-2.468224,29/01/2021 09:15,SEZHUK-210127-000836
51.507991,-2.468581,29/01/2021 09:15,SEZHUK-210127-000836
51.50793,-2.468385,29/01/2021 09:15,SEZHUK-210127-000836
51.507654,-2.469431,29/01/2021 09:16,SEZHUK-210127-000836
51.50831,-2.468221,29/01/2021 09:16,SEZHUK-210127-000836
51.507648,-2.469485,29/01/2021 09:16,SEZHUK-210127-000836
51.508363,-2.468323,29/01/2021 09:16,SEZHUK-210127-000836
51.507666,-2.46943,29/01/2021 09:17,SEZHUK-210127-000836
51.507976,-2.468353,29/01/2021 09:17,SEZHUK-210127-000836
51.508309,-2.468226,29/01/2021 09:17,SEZHUK-210127-000836
51.508164,-2.468521,29/01/2021 09:17,SEZHUK-210127-000836
51.507796,-2.469336,29/01/2021 09:17,SEZHUK-210127-000836
51.50804,-2.468596,29/01/2021 09:17,SEZHUK-210127-000836
51.508459,-2.468436,29/01/2021 09:18,SEZHUK-210127-000836
51.501349,-2.478702,29/01/2021 09:18,SEZHUK-210127-000836
51.502502,-2.485195,29/01/2021 09:18,SEZHUK-210127-000836
51.504064,-2.499752,29/01/2021 09:18,SEZHUK-210127-000836
51.504822,-2.525652,29/01/2021 09:19,SEZHUK-210127-000836
51.550198,-2.552096,29/01/2021 09:19,SEZHUK-210127-000836
51.570332,-2.527442,29/01/2021 09:19,SEZHUK-210127-000836
51.615212,-2.463914,29/01/2021 09:19,SEZHUK-210127-000836
51.638582,-2.449969,29/01/2021 09:20,SEZHUK-210127-000836
51.65613,-2.433392,29/01/2021 09:20,SEZHUK-210127-000836
51.656859,-2.431723,29/01/2021 09:20,SEZHUK-210127-000836
51.657117,-2.430934,29/01/2021 09:20,SEZHUK-210127-000836
51.651439,-2.437637,29/01/2021 09:21,SEZHUK-210127-000836
51.694226,-2.394743,29/01/2021 09:21,SEZHUK-210127-000836
51.716472,-2.371173,29/01/2021 09:21,SEZHUK-210127-000836
51.735962,-2.344084,29/01/2021 09:21,SEZHUK-210127-000836
51.759083,-2.323707,29/01/2021 09:21,SEZHUK-210127-000836
51.80302,-2.289734,29/01/2021 09:21,SEZHUK-210127-000836
51.815172,-2.280019,29/01/2021 09:22,SEZHUK-210127-000836
51.835448,-2.272227,29/01/2021 09:22,SEZHUK-210127-000836
51.845324,-2.268581,29/01/2021 09:23,SEZHUK-210127-000836
51.855803,-2.260996,29/01/2021 09:23,SEZHUK-210127-000836
51.866682,-2.255474,29/01/2021 09:23,SEZHUK-210127-000836
51.873011,-2.277792,29/01/2021 09:23,SEZHUK-210127-000836
51.869113,-2.310483,29/01/2021 09:23,SEZHUK-210127-000836
51.866073,-2.346983,29/01/2021 09:23,SEZHUK-210127-000836
51.866149,-2.376209,29/01/2021 09:24,SEZHUK-210127-000836
51.86559,-2.376918,29/01/2021 09:24,SEZHUK-210127-000836
51.865678,-2.377633,29/01/2021 09:34,SEZHUK-210127-000836
53.017205,-1.324917,29/01/2021 09:34,SEZHUK-210127-000836
53.017132,-1.325045,29/01/2021 09:34,SEZHUK-210127-000836
53.016701,-1.326107,29/01/2021 09:34,SEZHUK-210127-000836
53.016703,-1.326103,29/01/2021 09:35,SEZHUK-210127-000836
53.016935,-1.325188,29/01/2021 09:35,SEZHUK-210127-000836
53.019987,-1.325787,29/01/2021 09:35,SEZHUK-210127-000836
53.02077,-1.327617,29/01/2021 09:35,SEZHUK-210127-000836
52.997965,-1.268485,29/01/2021 09:36,SEZHUK-210127-000836
52.991025,-1.236053,29/01/2021 09:36,SEZHUK-210127-000836
52.99033,-1.226925,29/01/2021 09:36,SEZHUK-210127-000836
52.9899,-1.223728,29/01/2021 09:36,SEZHUK-210127-000836
52.974208,-1.233867,29/01/2021 09:37,SEZHUK-210127-000836
52.963945,-1.239298,29/01/2021 09:37,SEZHUK-210127-000836
52.950952,-1.238037,29/01/2021 09:37,SEZHUK-210127-000836
52.946815,-1.227357,29/01/2021 09:37,SEZHUK-210127-000836
52.938997,-1.216095,29/01/2021 09:37,SEZHUK-210127-000836
52.92834,-1.20221,29/01/2021 09:37,SEZHUK-210127-000836
52.924463,-1.194712,29/01/2021 09:38,SEZHUK-210127-000836
52.926305,-1.177392,29/01/2021 09:38,SEZHUK-210127-000836
52.932608,-1.184168,29/01/2021 09:38,SEZHUK-210127-000836
52.9324,-1.184548,29/01/2021 09:38,SEZHUK-210127-000836
52.932148,-1.184952,29/01/2021 09:39,SEZHUK-210127-000836
52.927233,-1.191897,29/01/2021 09:39,SEZHUK-210127-000836
52.9245,-1.193837,29/01/2021 09:39,SEZHUK-210127-000836
52.92442,-1.193828,29/01/2021 09:39,SEZHUK-210127-000836
52.925206,-1.194697,29/01/2021 09:40,SEZHUK-210127-000836
52.925203,-1.194713,29/01/2021 09:40,SEZHUK-210127-000836
52.92415,-1.193952,29/01/2021 09:40,SEZHUK-210127-000836
52.924593,-1.19372,29/01/2021 09:40,SEZHUK-210127-000836
52.924445,-1.194438,29/01/2021 09:40,SEZHUK-210127-000836
52.928655,-1.192552,29/01/2021 09:40,SEZHUK-210127-000836
52.929373,-1.191715,29/01/2021 09:41,SEZHUK-210127-000836
52.930022,-1.189153,29/01/2021 09:41,SEZHUK-210127-000836
52.930003,-1.189047,29/01/2021 09:42,SEZHUK-210127-000836
52.938488,-1.183761,29/01/2021 09:42,SEZHUK-210127-000836
52.930112,-1.189937,29/01/2021 09:42,SEZHUK-210127-000836
52.930037,-1.189585,29/01/2021 09:42,SEZHUK-210127-000836
52.93222,-1.18493,29/01/2021 09:43,SEZHUK-210127-000836
52.933543,-1.17902,29/01/2021 09:43,SEZHUK-210127-000836
52.943588,-1.190107,29/01/2021 09:43,SEZHUK-210127-000836
52.955155,-1.193392,29/01/2021 09:43,SEZHUK-210127-000836
52.970913,-1.186858,29/01/2021 09:44,SEZHUK-210127-000836
52.984373,-1.201118,29/01/2021 09:44,SEZHUK-210127-000836
52.98892,-1.228783,29/01/2021 09:44,SEZHUK-210127-000836
52.99773,-1.231065,29/01/2021 09:44,SEZHUK-210127-000836
53.029885,-1.24765,29/01/2021 09:45,SEZHUK-210127-000836
53.055508,-1.260148,29/01/2021 09:45,SEZHUK-210127-000836
53.080732,-1.295692,29/01/2021 09:45,SEZHUK-210127-000836
53.101887,-1.324335,29/01/2021 09:45,SEZHUK-210127-000836
53.111575,-1.323452,29/01/2021 09:45,SEZHUK-210127-000836
53.110783,-1.325417,29/01/2021 09:45,SEZHUK-210127-000836
53.111302,-1.324327,29/01/2021 09:46,SEZHUK-210127-000836
53.110373,-1.323105,29/01/2021 09:46,SEZHUK-210127-000836
53.10988,-1.323392,29/01/2021 09:46,SEZHUK-210127-000836
53.109062,-1.322777,29/01/2021 09:46,SEZHUK-210127-000836
53.10944,-1.323065,29/01/2021 09:47,SEZHUK-210127-000836
53.109687,-1.322342,29/01/2021 09:47,SEZHUK-210127-000836
53.109895,-1.323215,29/01/2021 09:47,SEZHUK-210127-000836
53.108822,-1.321266,29/01/2021 09:47,SEZHUK-210127-000836
53.109068,-1.321737,29/01/2021 09:48,SEZHUK-210127-000836
53.099987,-1.320902,29/01/2021 09:48,SEZHUK-210127-000836
53.091393,-1.306357,29/01/2021 09:48,SEZHUK-210127-000836
53.065597,-1.271175,29/01/2021 09:48,SEZHUK-210127-000836
53.041245,-1.254218,29/01/2021 09:48,SEZHUK-210127-000836
52.998028,-1.23001,29/01/2021 09:48,SEZHUK-210127-000836
52.990397,-1.225818,29/01/2021 09:49,SEZHUK-210127-000836
52.987327,-1.203167,29/01/2021 09:49,SEZHUK-210127-000836
52.979842,-1.193373,29/01/2021 09:49,SEZHUK-210127-000836
52.96261,-1.190745,29/01/2021 09:49,SEZHUK-210127-000836
52.949153,-1.193313,29/01/2021 09:50,SEZHUK-210127-000836
52.940095,-1.185602,29/01/2021 09:50,SEZHUK-210127-000836
52.93383,-1.178443,29/01/2021 09:50,SEZHUK-210127-000836
52.929592,-1.190262,29/01/2021 09:50,SEZHUK-210127-000836
52.929787,-1.188648,29/01/2021 09:51,SEZHUK-210127-000836
52.929,-1.191228,29/01/2021 09:51,SEZHUK-210127-000836
52.930037,-1.18899,29/01/2021 09:51,SEZHUK-210127-000836
52.927033,-1.191632,29/01/2021 09:51,SEZHUK-210127-000836
52.92417,-1.193892,29/01/2021 09:51,SEZHUK-210127-000836
52.924645,-1.193091,29/01/2021 09:52,SEZHUK-210127-000836
52.924685,-1.193673,29/01/2021 09:52,SEZHUK-210127-000836
52.924602,-1.193889,29/01/2021 09:52,SEZHUK-210127-000836
52.924542,-1.19315,29/01/2021 09:52,SEZHUK-210127-000836
52.92481,-1.193808,29/01/2021 09:52,SEZHUK-210127-000836
52.924722,-1.193997,29/01/2021 09:53,SEZHUK-210127-000836
52.924526,-1.19316,29/01/2021 09:53,SEZHUK-210127-000836
52.926192,-1.193936,29/01/2021 09:53,SEZHUK-210127-000836
52.925897,-1.193582,29/01/2021 09:53,SEZHUK-210127-000836
52.92842,-1.190683,29/01/2021 09:54,SEZHUK-210127-000836
52.929723,-1.190655,29/01/2021 09:54,SEZHUK-210127-000836
52.929482,-1.190588,29/01/2021 09:54,SEZHUK-210127-000836
52.929392,-1.191783,29/01/2021 09:54,SEZHUK-210127-000836
52.929673,-1.190628,29/01/2021 09:54,SEZHUK-210127-000836
52.929648,-1.190577,29/01/2021 09:54,SEZHUK-210127-000836
52.929918,-1.18878,29/01/2021 09:55,SEZHUK-210127-000836
52.932275,-1.184847,29/01/2021 09:55,SEZHUK-210127-000836
52.933982,-1.174013,29/01/2021 09:55,SEZHUK-210127-000836
52.929225,-1.167817,29/01/2021 09:55,SEZHUK-210127-000836
52.903756,-1.191743,29/01/2021 09:56,SEZHUK-210127-000836
52.903873,-1.192008,29/01/2021 09:56,SEZHUK-210127-000836
52.904183,-1.195778,29/01/2021 09:56,SEZHUK-210127-000836
52.866433,-1.241275,29/01/2021 09:56,SEZHUK-210127-000836
52.852373,-1.279513,29/01/2021 09:56,SEZHUK-210127-000836
52.846335,-1.299622,29/01/2021 09:56,SEZHUK-210127-000836
52.860362,-1.335023,29/01/2021 09:57,SEZHUK-210127-000836
52.871375,-1.381093,29/01/2021 09:57,SEZHUK-210127-000836
52.86042,-1.426692,29/01/2021 09:58,SEZHUK-210127-000836
52.86709,-1.496943,29/01/2021 09:58,SEZHUK-210127-000836
52.867067,-1.541645,29/01/2021 11:22,SEZHUK-210127-000836
52.860168,-1.575383,29/01/2021 11:22,SEZHUK-210127-000836
52.840122,-1.605073,29/01/2021 11:22,SEZHUK-210127-000836
52.804795,-1.66633,29/01/2021 11:25,SEZHUK-210127-000836
52.791772,-1.670798,29/01/2021 11:30,SEZHUK-210127-000836
52.794168,-1.667513,29/01/2021 11:30,SEZHUK-210127-000836
52.794047,-1.66697,29/01/2021 11:30,SEZHUK-210127-000836
52.795958,-1.665826,29/01/2021 11:32,SEZHUK-210127-000836
52.795443,-1.666422,29/01/2021 11:34,SEZHUK-210127-000836
52.796318,-1.664285,29/01/2021 11:36,SEZHUK-210127-000836
52.797175,-1.663338,29/01/2021 11:39,SEZHUK-210127-000836
52.797567,-1.662863,29/01/2021 11:39,SEZHUK-210127-000836
52.796778,-1.662472,29/01/2021 11:41,SEZHUK-210127-000836
52.797267,-1.662912,29/01/2021 11:43,SEZHUK-210127-000836
52.79584,-1.660495,29/01/2021 11:45,SEZHUK-210127-000836
52.796845,-1.661218,29/01/2021 11:47,SEZHUK-210127-000836
52.795925,-1.660355,29/01/2021 11:49,SEZHUK-210127-000836
52.796847,-1.66157,29/01/2021 11:52,SEZHUK-210127-000836
52.795938,-1.660413,29/01/2021 11:55,SEZHUK-210127-000836
52.797555,-1.663071,29/01/2021 11:58,SEZHUK-210127-000836
